timestamp,x,y,z,qx,qy,qz,qw
27,6.329744,0.2453956,5.330723,-0.01872625752754528,0.5722211902856446,0.013710533909691664,0.8197708569637027
28,6.895352,0.2686406,5.510973,-0.01761935593508436,0.5812477673042086,0.013967301250971648,0.813415948820817
29,7.490216,0.2909019,5.692965,-0.017253942484951164,0.587718568318475,0.014512594934288444,0.8087512414275982
30,8.109243,0.3131206,5.878028,-0.017230406409642882,0.5926149247976872,0.01548069157625053,0.8051527881031719
31,8.752695,0.3367873,6.068197,-0.01842944918288908,0.5972132198910096,0.01580063374987697,0.8017150774204823
32,9.421853,0.3626882,6.260273,-0.01971411599043487,0.6016278338303453,0.015901357317827387,0.7983748806336362
33,10.11201,0.3902645,6.449695,-0.020592846249201664,0.6057968766790028,0.016272405887763575,0.7951863226288199
34,10.82597,0.4193165,6.636983,-0.021668395624222073,0.6099838984473035,0.01662514279902817,0.791943008614265
35,11.55971,0.4514517,6.820541,-0.022255348916062255,0.6142892403266659,0.017182230532581506,0.7885798625487701
36,12.31146,0.486118,7.00076,-0.02257439713537582,0.6184262936545272,0.017606612638423686,0.7853211592094659
37,13.08227,0.5233622,7.178249,-0.024267972795231237,0.6226451084640607,0.018254481261303884,0.7819148983847722
38,13.86203,0.5631455,7.35029,-0.02605996991802989,0.6271383746591598,0.01875188589486833,0.7782459147166303
39,14.64994,0.60349,7.512325,-0.028081370857630097,0.6319160132320082,0.019989832184959016,0.7742699758100775
40,15.44431,0.6443426,7.663696,-0.029174052847199056,0.6369700637446194,0.020573812841022037,0.7700615110228707
41,16.24124,0.6849788,7.803818,-0.029363728138608877,0.6424480518257925,0.020746335105731786,0.7654853765779764
42,17.04599,0.7272439,7.933466,-0.029245571389586035,0.648020255704035,0.0201083095903403,0.7607957022991079
43,17.85699,0.7679911,8.048258,-0.028811121597374652,0.6543174401109274,0.01971107485983658,0.7554138470844007
44,18.67273,0.8064539,8.147356,-0.028785083418931164,0.6620339786156163,0.018529265058765933,0.7486915896865176
45,19.49576,0.8456493,8.22821,-0.02957621160157201,0.6715148367605289,0.01681103580592961,0.7402097410821549
46,20.32201,0.8850078,8.284769,-0.030571863255096757,0.6825754228720179,0.015470587958970468,0.7300115164683373
47,21.15627,0.9232781,8.311045,-0.031068848966229634,0.6945444686271197,0.014431072068327399,0.7186337397327962
48,21.99272,0.958563,8.306307,-0.031092008964817397,0.7067742008002822,0.013887858235228,0.7066191643702373
49,22.83006,0.9929263,8.271717,-0.030499151698842594,0.7186939224895784,0.013418250361845114,0.6945277518425176
50,23.6683,1.025646,8.211107,-0.029904875815606816,0.7300309357987431,0.012206728988287277,0.682650369476697
51,24.50483,1.05628,8.124873,-0.029498399230664954,0.7410407117965939,0.010439885141099047,0.6707305842893004
52,25.33863,1.084175,8.006449,-0.026943545174223607,0.751905665076897,0.00980062735370108,0.6586469949086442
53,26.16891,1.109162,7.855574,-0.02297334447919186,0.7623449155318143,0.009854315658672643,0.6466879832416329
54,26.99155,1.128261,7.679836,-0.018538402396294156,0.7722677307144445,0.009638045431396151,0.6349535320116091
55,27.81161,1.143099,7.478533,-0.014652305934185471,0.7815281842331835,0.010086493289089567,0.6236162841308135
56,28.63097,1.152061,7.246691,-0.01001090551863792,0.7904267167289278,0.011113473883180227,0.6123739690336878
57,29.43803,1.152695,6.997717,-0.005095878448967922,0.7987135837221518,0.009952612030449764,0.6016075038713544
58,30.23007,1.146023,6.731675,0.0012069467961060671,0.8066884146628576,0.005556475904661269,0.5909496344898418
59,31.01165,1.131823,6.452447,0.007056935876815916,0.8143579104672388,-0.001356909838244047,0.5803184919603666
60,31.78304,1.108614,6.157692,0.011721235939026313,0.8219898615411892,-0.00822471634520286,0.5693220830010014
61,32.55086,1.070947,5.836955,0.015855020159696958,0.8294505441341424,-0.011636364748578437,0.5582338293105754
62,33.31009,1.026378,5.495463,0.017826335620543175,0.836516134995119,-0.012411564138720965,0.54751158044995
63,34.06148,0.9790894,5.135804,0.018573007613161104,0.8432395409065778,-0.01097517307260731,0.537104892563726
64,34.8041,0.9319901,4.758144,0.018307276050032985,0.8492831969409687,-0.00760836024641043,0.527565169331445
65,35.5321,0.8869767,4.363872,0.019395025232551433,0.8545943816941075,-0.003367027085126159,0.5189228641153739
66,36.24909,0.8426907,3.963231,0.0209744703585443,0.8586561327159725,-0.0022825406313704733,0.5121176694380842
67,36.95412,0.80255,3.562206,0.022671772457248142,0.8619139754862064,-0.0023877614955632523,0.5065417931328573
68,37.64822,0.7630243,3.157985,0.024099947620278898,0.8647836068194076,-0.0030335738702603767,0.5015568794570459
69,38.33941,0.7189929,2.756405,0.022394930864723602,0.8678231890598461,-0.005918103652660934,0.4963329080876254
70,39.02884,0.6757535,2.346023,0.020888516695423253,0.8711525698797491,-0.005838363078876407,0.49053316236390493
71,39.70737,0.634835,1.915654,0.022167835878901625,0.8736613820185058,-0.005575930225688342,0.4859972074241565
72,40.387,0.5915961,1.476584,0.02412253198464755,0.8756979788184309,-0.005458779871931371,0.4822254193489535
73,41.07846,0.5487043,1.032647,0.0252956845628007,0.8768259312112902,-0.006806610296761277,0.48009382911491494
74,41.78415,0.5077496,0.5810905,0.025822240595582156,0.876773263239879,-0.007835740246549802,0.4801462880551157
75,42.50745,0.4621972,0.1215434,0.026582132363754566,0.8758773474529888,-0.007104693414729998,0.48174867492209555
76,43.25224,0.4157685,-0.3378365,0.025642944146092486,0.8742772461209329,-0.007010576509832134,0.4846984507378972
77,44.01652,0.3696084,-0.7952287,0.02480948418713255,0.8723418140293485,-0.007476860019764913,0.4882093255506274
78,44.79847,0.3229204,-1.255569,0.024216533883923037,0.8703345055848674,-0.007993462249467983,0.49180027697863243
79,45.59797,0.2752422,-1.718077,0.023022898144034243,0.8685432596524637,-0.00854210438375756,0.4950046310147205
80,46.41671,0.2251199,-2.182613,0.02128518302207388,0.8672468137772524,-0.009612123345370413,0.49733038521863304
81,47.25344,0.1721279,-2.652713,0.01907828355178389,0.8668006008426791,-0.010352647506654709,0.49818225597173893
82,48.10244,0.1191937,-3.13258,0.017372825654866152,0.8669261713272123,-0.01063266070362928,0.4980202254156633
83,48.96156,0.06614438,-3.62261,0.016492776207408837,0.867232849009096,-0.010666640314880722,0.49751522259819525
84,49.82913,0.01543395,-4.119797,0.016292299970381355,0.8673624946432762,-0.01040017728585656,0.4973014178144785
85,50.70986,-0.03397462,-4.626524,0.01604201132589354,0.8674241190150082,-0.010028806941499267,0.4972096888184972
86,51.60092,-0.08461152,-5.138527,0.015940811091291904,0.867434861807148,-0.009665013311608172,0.49720140645522337
87,52.4966,-0.1359794,-5.654198,0.015700117241392923,0.8674589551114054,-0.009566559521482526,0.49716893351712693
88,53.39938,-0.1889423,-6.17036,0.014780643382460665,0.8675273675732222,-0.009621133472121561,0.4970766871252234
89,54.29898,-0.2428121,-6.686856,0.014345862244077372,0.8675212231884859,-0.009371011345504986,0.4971049262483621
90,55.1975,-0.2987033,-7.201418,0.013823699975229831,0.8673654620364828,-0.009648951114292866,0.49738612599028903
91,56.09471,-0.3531245,-7.714224,0.013264643310658492,0.8670380218291381,-0.009155353187106894,0.49798122198379674
92,56.99227,-0.4067709,-8.225644,0.01276203030570949,0.8664622429216466,-0.007820295859243407,0.4990181911978153
93,57.88905,-0.4587551,-8.733355,0.012424539417233468,0.8657741498749103,-0.0068726759794926606,0.5002334640480652
94,58.78294,-0.5090484,-9.236703,0.01239070422335703,0.8651074063798646,-0.006528074670418809,0.5013910949714309
95,59.67603,-0.5592501,-9.738335,0.0127433581348414,0.8644795592909131,-0.00646204384243685,0.5024648648224214
96,60.5683,-0.6093983,-10.23718,0.01279876037029864,0.8642225756776821,-0.006699533480008223,0.5029022247645827
97,61.45389,-0.6617839,-10.73111,0.013018628300225448,0.8643663923313681,-0.007679510566732301,0.5026353352508075
98,62.33532,-0.7144474,-11.22461,0.013116184917973136,0.8651726792367762,-0.009204248566367992,0.5012179990820206
99,63.20903,-0.7673912,-11.72056,0.012957916817761173,0.8664309163136112,-0.010106333504322263,0.49902647391776656
100,64.07973,-0.8195839,-12.22485,0.01276144888224352,0.868005826603662,-0.009271018845403232,0.4963034138650342
101,64.94007,-0.8749911,-12.73747,0.012396179113242426,0.8696048538377299,-0.007276110364712078,0.49353904723255015
102,65.79473,-0.9282033,-13.24559,0.011025452497853534,0.8710973536088598,-0.007492503241289205,0.49092942703410836
103,66.6375,-0.9805354,-13.75919,0.012437851456579743,0.8724998030273745,-0.007890697807640512,0.4883923939379537
104,67.47269,-1.033058,-14.27378,0.013222660747655211,0.8738589092558985,-0.009038358019696038,0.48591570878203943
105,68.30616,-1.087156,-14.78945,0.012712941653334668,0.8752472582182319,-0.009907632138174501,0.4834071337096723
106,69.13168,-1.141061,-15.30806,0.012544167238553814,0.8763170350564911,-0.010670121458774273,0.4814532650695669
107,69.95241,-1.192211,-15.83039,0.012487201307653696,0.8772544319013676,-0.009889038270252266,0.4797613348687036
108,70.77487,-1.238526,-16.35928,0.011150010939570016,0.8779977932739512,-0.006255171501602088,0.47849391332764646
109,71.59496,-1.282215,-16.88675,0.008493596069623032,0.8786228457847085,-0.001712956551529951,0.477437765023714
110,72.40886,-1.318045,-17.41131,0.006998440088671468,0.8791262760134005,0.0003749668994187254,0.4765373773996748
111,73.20718,-1.35273,-17.93042,0.009478343728789047,0.8794244623022309,-0.0029256602585458966,0.4759350970632892
112,73.99928,-1.391231,-18.45101,0.011672350699425486,0.8797026197162732,-0.005153708927681288,0.47535302289747206
113,74.79183,-1.430026,-18.97578,0.014553105182864763,0.8798313064137596,-0.004653938754707391,0.47504044063412204
114,75.58518,-1.475622,-19.50011,0.01569247448344056,0.8797653455793737,-0.002952359180348466,0.47513994416115124
115,76.3816,-1.517748,-20.01769,0.014663588508063277,0.8796151661427066,-0.0018786112874504691,0.47545621195167437
116,77.17766,-1.553839,-20.53358,0.013210769340431444,0.8794139721066477,-0.0001819535588551284,0.475874466776633
117,77.9762,-1.590768,-21.04565,0.0104793799604024,0.8791922873519284,0.001730584740184296,0.4763487268094525
118,78.77335,-1.622926,-21.54511,0.0061648367676014025,0.8790642329177584,0.0008149575124607513,0.47666277916006305
119,79.57091,-1.647452,-22.04329,0.0028880622141213316,0.8786539419522782,-0.0007725254134014681,0.4774498011234853
120,80.35975,-1.672576,-22.55003,0.0034349486591176135,0.8780869290771057,0.0005684112662645222,0.4784884774164155
121,81.14486,-1.699977,-23.05551,0.005349460452923008,0.8771996754333453,0.0014539121233083504,0.48009373963012053
122,81.93166,-1.723704,-23.55204,0.007341453915379549,0.8757669198863576,0.0003668404707387292,0.48267822668444416
123,82.7216,-1.744715,-24.04556,0.00977246539765323,0.8735658954983285,0.001969285896015236,0.4866037885747653
124,83.51715,-1.770218,-24.53507,0.012261299179011014,0.8712274041176984,0.004584380813607416,0.49070505836941947
125,84.31881,-1.788533,-25.0028,0.012021456718703711,0.8684147164838707,0.0036720470847705355,0.49567921163067347
126,85.13089,-1.805753,-25.45724,0.0108370763204665,0.8652882832819085,0.0035813885550583483,0.5011446081201412
127,85.94484,-1.822552,-25.90591,0.009763796201435027,0.8619273049975616,0.0052213204335736785,0.5069109655514538
128,86.75945,-1.839846,-26.33928,0.009285675587386686,0.8586739433924085,0.0057507223149867595,0.5124058590225841
129,87.58352,-1.85177,-26.76347,0.009365596588694007,0.8552078593152904,0.006363207565876814,0.5181614734379331
130,88.40537,-1.869075,-27.17759,0.010439136228983138,0.8516818270067198,0.006855369800026526,0.5239103872669385
131,89.23085,-1.893883,-27.57508,0.010982836007153957,0.8481113108467468,0.005273055747944892,0.5296779933224823
132,90.05203,-1.91775,-27.96252,0.015307482204733332,0.8446380884528218,0.0018615221389144969,0.5351156092459285
133,90.88071,-1.943851,-28.33927,0.017072850319966595,0.840881985963192,-0.000465508240895173,0.5409489687268364
134,91.72222,-1.977509,-28.70201,0.015395592181062746,0.83740805069058,0.000556022254392735,0.5463610740336926
135,92.56728,-2.01159,-29.05556,0.013913091024447858,0.8338306813237748,0.001779587859742725,0.5518420551646318
136,93.40903,-2.04625,-29.39508,0.013295137388550022,0.8308347755434149,0.00011044012913469226,0.556360317485459
137,94.24877,-2.082058,-29.72193,0.013185850866600245,0.8286378447123869,-0.0034056627138887205,0.5596193859301278
138,95.09156,-2.119871,-30.04218,0.01314880331112463,0.8270965655647257,-0.008392485294028444,0.5618433468442163
139,95.93682,-2.16316,-30.36357,0.012866669934805543,0.8260054861340642,-0.010453237068064197,0.5634182420866543
140,96.78367,-2.209948,-30.6831,0.012152097470638125,0.8248723435115433,-0.011165666338505758,0.5650781108236771
141,97.62797,-2.254489,-30.99995,0.012398529228244883,0.8233939399761985,-0.011084901624148574,0.5672264283682767
142,98.47826,-2.300639,-31.31096,0.010823104272526016,0.8216804676229743,-0.010538329039260766,0.5697482015433278
143,99.33337,-2.34789,-31.61656,0.009098983120477092,0.8200910598788399,-0.008929644304252944,0.57209100977517
144,100.1848,-2.394151,-31.91408,0.008042807034980757,0.8183396578879206,-0.00812965941816369,0.5746211153626567
145,101.0383,-2.436801,-32.19559,0.005148531131896908,0.8165638232101358,-0.010595145516992931,0.5771349566116265
146,101.8913,-2.479664,-32.46899,0.002827845532634904,0.8146519684858708,-0.014126173009055918,0.5797711831126635
147,102.7387,-2.524306,-32.74622,0.004055432281657903,0.8125625887994072,-0.014888717943849156,0.582669648111692
148,103.5885,-2.567807,-33.02355,0.006190707636324808,0.8103420073049747,-0.015288334766560689,0.5857249978923312
149,104.4455,-2.610933,-33.28918,0.005453386124640697,0.8083027840080126,-0.014910529278999711,0.5885529254547052
150,105.3065,-2.657199,-33.55357,0.0035875126506532953,0.8062144972386524,-0.013020647586292788,0.591469168200374
151,106.1709,-2.704158,-33.80988,0.002197699288907054,0.8040271860032201,-0.01218244548394302,0.5944636593666679
152,107.0286,-2.745462,-34.05765,0.0026873738501443046,0.8019864915490821,-0.014073129975095402,0.5971703211038605
153,107.8896,-2.790316,-34.29846,0.003518850151173935,0.8000006676590228,-0.015144859075882465,0.5997976181032258
154,108.7523,-2.835895,-34.53399,0.0036659543912728218,0.7978727175177723,-0.016282559462532254,0.602594860313756
155,109.6205,-2.88283,-34.76364,0.002965164287811787,0.7957350138227429,-0.015932804293530712,0.6054280645333593
156,110.487,-2.928512,-34.99323,0.004074160177307456,0.7932542760705213,-0.014554841094649322,0.6087028924815393
157,111.3535,-2.97359,-35.21847,0.005495778412801317,0.7908054908129316,-0.013320054818257716,0.6118979067290511
158,112.2223,-3.017837,-35.43239,0.006172605592102141,0.788699256852418,-0.012738226638065711,0.6146162369826925
159,113.0945,-3.06272,-35.63108,0.004105518396922776,0.7865693443395151,-0.01465923796118511,0.6173142781488171
160,113.9689,-3.10652,-35.82432,0.002325545930463045,0.7847028420499219,-0.015508982323240385,0.6196737149356895
161,114.8418,-3.150123,-36.02323,0.0028498012814579506,0.783197601253318,-0.014428510917414596,0.6215989173867751
162,115.7147,-3.193868,-36.21819,0.0033909815116160797,0.7816851836079348,-0.013789307701459542,0.6235115315415838
163,116.5857,-3.239438,-36.40785,0.00442624714396918,0.7801891367768995,-0.014458458554588997,0.6253609135273503
164,117.4624,-3.279199,-36.60169,0.005770299254847048,0.7783512711989535,-0.01150164180570849,0.6276971519015009
165,118.3368,-3.318375,-36.7945,0.00770415783219663,0.7766685151964854,-0.008144807861852076,0.6298097534648671
166,119.2101,-3.361858,-36.97484,0.00814620211065961,0.7750778279000448,-0.006651221664624362,0.631778253297222
167,120.085,-3.401094,-37.14466,0.008377832892508302,0.7736997392166454,-0.008032410771274675,0.6334461349075561
168,120.9561,-3.438516,-37.31126,0.008562916169230871,0.7725098749246028,-0.009274816756046326,0.6348772695449061
169,121.8304,-3.481415,-37.4746,0.007351953522518406,0.7718957109333169,-0.009918550193403862,0.6356292807794596
170,122.7039,-3.521474,-37.63878,0.006727025078793773,0.771613691580706,-0.009603519150038185,0.635983357108281
171,123.5754,-3.558368,-37.80867,0.0063474742646340634,0.7712568051121754,-0.007549026224504754,0.6364476901848898
172,124.4524,-3.5961,-37.97627,0.004131694811100327,0.7709182768697538,-0.005620555127913696,0.6368958697041548
173,125.3205,-3.63106,-38.14146,0.003035011206498407,0.7706668343911004,-0.004644673038857973,0.6372141289150288
174,126.1781,-3.664261,-38.30594,0.004896743279839759,0.7701853855635057,-0.006496189630919049,0.6377682128249452
175,127.0337,-3.697685,-38.46973,0.006371061471543543,0.770147032088949,-0.008089821814903392,0.6377832808433537
176,127.8916,-3.731608,-38.62938,0.005059222193529666,0.7701948818504826,-0.00882064102103727,0.6377275629405519
177,128.749,-3.773125,-38.78916,0.004405999414939734,0.7699824463449436,-0.009244667454297863,0.637982880345132
178,129.6019,-3.812511,-38.95463,0.005032287685711817,0.7698602930081843,-0.007885035780658061,0.6381438956385452
179,130.4485,-3.847217,-39.11538,0.006148606823292129,0.7694957166798532,-0.009040792104926311,0.6385583769113105
180,131.2944,-3.890191,-39.25481,0.004023470337626957,0.7695415135487328,-0.012897718544958008,0.638453850695493
181,132.1343,-3.932338,-39.39553,0.0021112789732814093,0.7694340728579584,-0.015782427337197702,0.6385277323763291
182,132.9698,-3.974607,-39.54593,0.004155041382624307,0.7692558720761551,-0.01637815242961991,0.6387173827526967
183,133.8003,-4.018902,-39.69762,0.0047803429255257705,0.7691435667741998,-0.015892488158403013,0.638860509682287
184,134.6231,-4.063364,-39.84431,0.0051475029063522675,0.7685668319549518,-0.016821982118433866,0.6395275982709152
185,135.4495,-4.105477,-39.99979,0.007242632577398228,0.7680322828695271,-0.013544488964991747,0.640226915680877
186,136.2673,-4.146973,-40.15282,0.00843312975759254,0.7669142604091822,-0.01010508508329224,0.6416145936299985
187,137.0908,-4.188573,-40.30057,0.0077860522243045445,0.7663038687606832,-0.0063058334622867335,0.6424001825789869
188,137.9023,-4.226372,-40.4378,0.008115618033683235,0.765130438226283,-0.005768981501354811,0.6437983132130937
189,138.7057,-4.266655,-40.57118,0.010382018661936903,0.7634192801551539,-0.006785642386527596,0.6457841523553299
190,139.506,-4.303913,-40.69614,0.01148326255559192,0.7613789657800816,-0.007656792881855531,0.6481601489381287
191,140.3054,-4.337506,-40.81224,0.012628162063352271,0.7585937781370385,-0.00815910422291754,0.6513903885635364
192,141.1082,-4.377901,-40.91861,0.011339220868624234,0.7554469196781242,-0.0057873304851087225,0.6550861625960226
193,141.9062,-4.419464,-41.01862,0.011960651571241042,0.7515207282295819,-0.0035496293358476838,0.6595914932644663
194,142.6964,-4.456348,-41.10993,0.014658593328013603,0.746925670392524,-0.002806450515497055,0.6647400186432487
195,143.4862,-4.491871,-41.18413,0.015036657036691797,0.7421189098741918,-0.003327172335041627,0.6700913015974428
196,144.276,-4.52788,-41.24845,0.015716622101357654,0.7374062257981254,-0.00260523634121688,0.6752616224008984
197,145.055,-4.567642,-41.30354,0.016917955691555374,0.7327223641843963,-0.0028810604351505475,0.6803112664729406
198,145.8274,-4.612403,-41.34484,0.01790466652755036,0.728013559646008,-0.005759655776493642,0.6853046813304444
199,146.5903,-4.657895,-41.36686,0.019200786957199144,0.7235422153834465,-0.011547287817543444,0.6899164097789655
200,147.3502,-4.704613,-41.38182,0.020773123112247917,0.7187301556215155,-0.01589329176590165,0.6947969804434093
201,148.1169,-4.754981,-41.39015,0.02129087159639708,0.7139580373464803,-0.01664230921009312,0.6996668158768024
202,148.8864,-4.810016,-41.38452,0.018677599362760745,0.709799076638469,-0.016346192451717027,0.7039667748392336
203,149.6472,-4.866196,-41.36492,0.016012494031834412,0.7059747082344763,-0.016628658807173412,0.7078607201098258
204,150.3945,-4.92257,-41.33785,0.01697940139180976,0.7025948758786221,-0.01996303568070836,0.7111073178669238
205,151.1367,-4.975189,-41.30745,0.01916131735609876,0.7000299781840394,-0.023787313092196026,0.7134599058788699
206,151.8836,-5.025972,-41.27171,0.01920840029241073,0.6987245479665563,-0.026251439797052974,0.7146508975267014
207,152.6403,-5.085267,-41.24316,0.017279345847574713,0.6987442318040695,-0.025683784212904886,0.7147015222847406
208,153.3945,-5.150084,-41.21665,0.014215751519704434,0.6994053817012907,-0.02456419504161229,0.7141614836841591
209,154.1484,-5.204637,-41.19287,0.013742665865060342,0.700490675366427,-0.023068319079884627,0.7131562279854512
210,154.8963,-5.253941,-41.17199,0.014780448880738132,0.7014930298874222,-0.02234048290015943,0.7121727109164151
211,155.6412,-5.309298,-41.15767,0.01532489611851725,0.7027740440218828,-0.022034929942704024,0.7109066411776624
212,156.3926,-5.366278,-41.13867,0.013996426600374095,0.7045111032332064,-0.021667218253236312,0.7092240387329785
213,157.1395,-5.416962,-41.12929,0.014464708580762127,0.7063370137610256,-0.022095544019184538,0.7073829105451493
214,157.8857,-5.470893,-41.12225,0.013265306892415764,0.708453660107607,-0.02190924225252881,0.7052924416276594
215,158.6302,-5.52808,-41.12149,0.012388875686843173,0.7106126929154134,-0.02011322741707286,0.7031867280527907
216,159.3643,-5.577823,-41.12304,0.012679867158116637,0.7124242564519527,-0.020506116626117687,0.7013347267665069
217,160.0952,-5.628365,-41.12638,0.012505909667195845,0.7143078833517501,-0.021499037913082962,0.6993894775972472
218,160.8215,-5.683305,-41.13308,0.012868733356107281,0.7157392281879659,-0.02255190015981675,0.6978847789813776
219,161.5415,-5.738588,-41.14341,0.013446196121488334,0.7166298015082299,-0.023328767123171928,0.6969337816641192
220,162.2559,-5.787286,-41.1591,0.01511708208657378,0.7172371232499563,-0.02310323798573542,0.6962819998074699
221,162.9748,-5.840496,-41.17304,0.01592078971458265,0.7171073229266378,-0.021410062500681726,0.6964518828200351
222,163.6911,-5.89541,-41.18458,0.01538504631845265,0.7158515818206901,-0.01902997993976513,0.6978235256983581
223,164.3994,-5.950404,-41.18595,0.015523358618153462,0.713363147696063,-0.018316468846053074,0.700383146438711
224,165.0989,-6.001598,-41.18391,0.017021138776023254,0.7095062720001337,-0.01760814704792005,0.7042734440434186
225,165.7946,-6.048437,-41.16984,0.018137148469942434,0.7043890367364865,-0.01659607176247284,0.709388257002383
226,166.4858,-6.093238,-41.13991,0.01751801540502048,0.6989452769847248,-0.01599160078731777,0.714781706272114
227,167.1705,-6.137223,-41.09075,0.013881341761140049,0.6932088477366632,-0.015903136919270956,0.7204275758233057
228,167.853,-6.181673,-41.03668,0.011301016108101549,0.6872756198777219,-0.013891006399327221,0.7261759768112902
229,168.5301,-6.221562,-40.9753,0.00869773536421741,0.6811060411597916,-0.011502203349734143,0.7320427647434758
230,169.2001,-6.257878,-40.90154,0.005929053177125937,0.6746343364467576,-0.008864551721923021,0.7380750491232145
231,169.8614,-6.291791,-40.8143,0.002918176426279528,0.6681985207451326,-0.007506194447221308,0.7439394317854661
232,170.5106,-6.321698,-40.71802,0.001574006691938732,0.6615055557901393,-0.0067763130000631725,0.7499079968528392
233,171.1577,-6.345942,-40.61474,0.0020350153833175134,0.6546208791251661,-0.005684206070763942,0.7559332332469114
234,171.7857,-6.364809,-40.49872,0.001228285333472077,0.6479229890120254,-0.005855119977753251,0.7616823545251056
235,172.4136,-6.383917,-40.36841,-0.00044539245520627867,0.6416241035495437,-0.007071164232327983,0.7669865122713728
236,173.035,-6.398487,-40.23437,-0.0031080861772946893,0.6359734165794629,-0.006621502597794649,0.7716762980083728
237,173.6569,-6.414475,-40.10085,-0.0034304187318895027,0.6311050320917198,-0.004437766981252927,0.7756771086734824
238,174.272,-6.429852,-39.96162,-0.0027434413531794155,0.6267418967985496,-0.002958800126197632,0.7792164743052544
239,174.8735,-6.445461,-39.80478,-0.003140729859056754,0.6227536671960526,-0.005441542354702125,0.7823927373299312
240,175.4661,-6.46203,-39.64344,-0.0024497095109191425,0.619169764375727,-0.009112730435234884,0.7852004584500912
241,176.0534,-6.47678,-39.48936,0.001805327630210855,0.6154002066790376,-0.012084081410300245,0.7881201059407218
242,176.6443,-6.491511,-39.33728,0.006554497911543888,0.6119445768322378,-0.012387732585676004,0.7907764649533563
243,177.2384,-6.503706,-39.1767,0.0067652458962660315,0.6092258612092216,-0.01149399302468365,0.792884587822335
244,177.8409,-6.523425,-38.99819,0.002587028142926696,0.6068284575263884,-0.01015316156224638,0.7947637659907648
245,178.4457,-6.542753,-38.81772,-0.0031544856635737925,0.6050914329147726,-0.00795599974359718,0.7961099855556552
246,179.0512,-6.563672,-38.63782,-0.007826791444940766,0.6042217732155691,-0.005798574649510276,0.7967566545940765
247,179.6497,-6.577018,-38.46824,-0.006629894632168544,0.6038026615430664,-0.004171772181829112,0.7970953435615706
248,180.2453,-6.587494,-38.2985,-0.004076157838600694,0.6032452484279591,-0.003929525838026455,0.7975356506219975
249,180.8424,-6.589823,-38.13009,-0.002794137938851246,0.602579941834868,-0.0025237716399125138,0.7980496457415261
